account,situs_address,evac_zone,evac_city
10978609,160 WILLOW SPRINGS DR,TAL-003,TAL
10978615,113 WILLOW SPRINGS DR,TAL-003,TAL
10032972,5711 SOUTH PACIFIC HWY,JAC-508,JAC
10274717,5921 SOUTH PACIFIC HWY,TAL-003,TAL
10984661,220 N PACIFIC HWY,TAL-003,TAL
10274782,209 NORTH PACIFIC HWY,TAL-003,TAL
10274791,205 NORTH PACIFIC HWY,TAL-003,TAL
10274822,NEW ST,TAL-003,TAL
10274871,SUNNY ST,TAL-005,TAL
10274880,TALENT AVE,TAL-005,TAL
10274898,26 TALENT AVE,TAL-005,TAL
10274903,TALENT AVE,TAL-005,TAL
10274911,TALENT AVE,TAL-005,TAL
10546090,TALENT AVE,TAL-005,TAL
10640713,22 TALENT AVE,TAL-005,TAL
10640721,22 TALENT AVE,TAL-005,TAL
10274920,18 N TALENT AVE,TAL-005,TAL
10274946,14 N TALENT AVE,TAL-005,TAL
10274952,10 N TALENT AVE,TAL-005,TAL
10275111,217 GIBSON ST,TAL-005,TAL
10275138,221 GIBSON ST,TAL-005,TAL
10881107,154 AUTUMN RIDGE DR,TAL-003,TAL
30064003,355 COLVER RD 70,TAL-005,TAL
30132151,255 COLVER RD 95,TAL-005,TAL
10809692,225 SWEETBRIER DR,TAL-005,TAL
11009714,140 N FRONT ST,TAL-005,TAL
10843126,130 BRIERWOOD DR,TAL-005,TAL
10843240,222 SHERWOOD CT,TAL-005,TAL
10275461,201 N FIRST ST A,TAL-005,TAL
10275703,102 LAPREE ST,TAL-005,TAL
10275711,LAPREE ST,TAL-005,TAL
10275801,202 ROY AVE,TAL-005,TAL
10275819,114 LAPREE ST A,TAL-005,TAL
10275908,106 FAIRVIEW ST,TAL-005,TAL
10276094,110 N MARKET ST,TAL-005,TAL
10276159,106 TALENT AVE 1,TAL-005,TAL
10940211,106 S MARKET ST 1-3,TAL-005,TAL
10940229,108 S MARKET ST 1-3,TAL-005,TAL
10276191,205 MAIN ST,TAL-005,TAL
10276231,109 JOHN ST,TAL-005,TAL
10276361,99 N FRONT ST,TAL-005,TAL
10582101,109 N FRONT ST,TAL-005,TAL
10597359,111 N FRONT ST,TAL-005,TAL
10276604,125 N FIRST ST,TAL-005,TAL
10810231,121 SOUTH PACIFIC HWY,TAL-009,TAL
10979077,267 ST IVES DR,TAL-001,TAL
10848230,312 QUAIL CIR,TAL-001,TAL
10848262,291 OAK VALLEY DR,TAL-001,TAL
10881310,135 SUNCREST RD,TAL-003,TAL
10993199,249 WINTERSAGE CIR,TAL-003,TAL
11003298,424 WINTERSAGE CIR,TAL-003,TAL
10997265,183 POPPY BAY PL,TAL-003,TAL
10997270,163 POPPY BAY PL,TAL-003,TAL
11002722,187 POPPY BAY PL,TAL-003,TAL
10985438,180 POPPY BAY PL,TAL-003,TAL
11002003,164 POPPY BAY PL,TAL-003,TAL
11002009,156 POPPY BAY PL,TAL-003,TAL
11002011,140 POPPY BAY PL,TAL-003,TAL
11002013,124 POPPY BAY PL,TAL-003,TAL
11002016,100 POPPY BAY PL,TAL-003,TAL
11002723,172 POPPY BAY PL,TAL-003,TAL
10276807,73 TALENT AVE,TAL-003,TAL
10276815,59 TALENT AVE B,TAL-003,TAL
10276921,111 TALENT AVE A,TAL-007,TAL
10276939,201 TALENT AVE,TAL-007,TAL
10276953,207 TALENT AVE,TAL-007,TAL
10277025,120 SOUTH PACIFIC HWY,TAL-007,TAL
10848589,206 OAK VALLEY DR,TAL-001,TAL
10848597,201 OAK VALLEY DR,TAL-001,TAL
10860363,245 W VALLEY VIEW RD 1,TAL-001,TAL
10033456,673 W VALLEY VIEW RD,JAC-512,JAC
10123798,W VALLEY VIEW RD,JAC-512,JAC
10809449,973 W VALLEY VIEW RD,JAC-512,JAC
10033596,2299 SUNCREST DR,JAC-512,JAC
10123838,906 W VALLEY VIEW RD,JAC-512,JAC
10123846,834 W VALLEY VIEW RD,JAC-512,JAC
10123852,868 W VALLEY VIEW RD,JAC-512,JAC
10822455,SOUTH PACIFIC HWY,TAL-011,TAL
10983525,837 TALENT AVE,TAL-011,TAL
31017102,460 ARNOS ST 72,TAL-011,TAL
31016722,460 ARNOS ST 76,TAL-011,TAL
10277301,618 SOUTH PACIFIC HWY,TAL-011,TAL
10764119,630 SOUTH PACIFIC HWY,TAL-011,TAL
10912202,618 SOUTH PACIFIC HWY A,TAL-011,TAL
10277319,473 ARNOS ST,TAL-011,TAL
10764079,471 ARNOS ST A,TAL-011,TAL
10599992,457 ARNOS ST,TAL-011,TAL
10985830,333 GERALDINE PL,TAL-011,TAL
10636755,399 ARNOS ST,TAL-013,TAL
10823816,609 TALENT AVE,TAL-011,TAL
10854606,TALENT AVE,TAL-011,TAL
10986357,615 TALENT AVE 1,TAL-011,TAL
10986358,615 TALENT AVE 2,TAL-011,TAL
10986359,615 TALENT AVE 3,TAL-011,TAL
10986360,615 TALENT AVE 4,TAL-011,TAL
10986361,615 TALENT AVE 5,TAL-011,TAL
10986362,615 TALENT AVE 6,TAL-011,TAL
10986363,615 TALENT AVE 7,TAL-011,TAL
10986364,615 TALENT AVE 8,TAL-011,TAL
10986365,615 TALENT AVE 9,TAL-011,TAL
10986366,615 TALENT AVE 10,TAL-011,TAL
10822471,809 SOUTH PACIFIC HWY,TAL-011,TAL
10277431,1003 TALENT AVE,TAL-011,TAL
30007743,1003 TALENT AVE,TAL-011,TAL
30975309,206 PLEASANT VIEW RD,JAC-525,JAC
30005929,204 PLEASANT VIEW RD,JAC-525,JAC
10033839,202 PLEASANT VIEW RD,JAC-525,JAC
30975310,208 PLEASANT VIEW RD,JAC-525,JAC
10633995,524 TULIPAN WAY,TAL-011,TAL
10975711,530 TULIPAN WAY,TAL-011,TAL
10633987,TULIPAN WAY,TAL-011,TAL
10859899,465 TULIPAN WAY,TAL-011,TAL
10859912,469 TULIPAN WAY,TAL-011,TAL
10866749,475 TULIPAN WAY,TAL-011,TAL
10866755,479 TULIPAN WAY,TAL-011,TAL
10866731,TULIPAN WAY,TAL-011,TAL
10277471,1019 TALENT AVE,TAL-011,TAL
10982694,1117 LITHIA WAY,TAL-011,TAL
10982707,1026 LITHIA WAY,TAL-011,TAL
10982674,1230 LITHIA WAY,TAL-011,TAL
10975099,1312 LITHIA WAY,TAL-011,TAL
10984192,1013 TALENT AVE,TAL-011,TAL
10663882,TULIPAN WAY,TAL-011,TAL
10988636,553 TULIPAN WAY,TAL-011,TAL
10277968,353 NERTON ST,TAL-013,TAL
30045552,353 NERTON ST,TAL-013,TAL
10277838,1004 TALENT AVE,TAL-013,TAL
10621778,202 PLEASANT VIEW RD,TAL-013,TAL
10621859,124 LANI WAY,TAL-013,TAL
10621786,314 MEADOW SLOPE DR,TAL-013,TAL
10977759,160 ANDI CT,TAL-013,TAL
10977761,150 ANDI CT,TAL-013,TAL
10861124,285 ARNOS ST,TAL-013,TAL
10985399,1607 SUMMER PL,TAL-015,TAL
10872767,1547 SUMMER PL,TAL-015,TAL
10872815,1532 SUMMER PL,TAL-015,TAL
10798270,511 PHEASANT RUN DR,TAL-015,TAL
10798296,529 PHEASANT RUN DR,TAL-015,TAL
10278176,100 FAITH CIR,TAL-015,TAL
10278150,1509 TALENT AVE,TAL-015,TAL
10878656,430 BERRY CIR,TAL-015,TAL
10278216,1728 LITHIA WAY,TAL-015,TAL
10278401,1518 TALENT AVE,TAL-015,TAL
10643656,1716 TALENT AVE,TAL-015,TAL
10992849,361 SOUTH PACIFIC HWY,TAL-009,TAL
10979577,301 DAVIDSON WAY,TAL-007,TAL
10979594,225 WILLOW WAY,TAL-007,TAL
10979606,264 ROCKFELLOW PL,TAL-007,TAL
10979610,282 ROCKFELLOW PL,TAL-007,TAL
10979614,289 ROCKFELLOW PL,TAL-007,TAL
10979615,283 ROCKFELLOW PL A,TAL-007,TAL
10910999,268 SOUTH PACIFIC HWY,TAL-007,TAL
10278697,349 LITHIA AVE A,TAL-007,TAL
10278654,315 LITHIA AVE,TAL-007,TAL
10880689,310 LITHIA AVE A,TAL-007,TAL
11017016,311 LITHIA AVE A,TAL-007,TAL
10278784,441 TALENT AVE 1-58,TAL-011,TAL
10809463,416 AZALEA CT,TAL-011,TAL
10809480,419 AZALEA CT,TAL-011,TAL
10809498,417 AZALEA CT,TAL-011,TAL
10809511,411 AZALEA CT,TAL-011,TAL
10278743,410 SOUTH PACIFIC HWY,TAL-011,TAL
10278808,410 SOUTH PACIFIC HWY,TAL-011,TAL
10975020,158 GRAHAM WAY,TAL-007,TAL
10978200,15 LOGAN WAY,TAL-007,TAL
10978204,3 LOGAN WAY,TAL-007,TAL
10978207,9 LOGAN WAY,TAL-007,TAL
10978213,312 TALENT AVE,TAL-007,TAL
10978214,314 TALENT AVE A,TAL-007,TAL
10978215,316 TALENT AVE A,TAL-007,TAL
10978219,324 TALENT AVE,TAL-007,TAL
10978224,38 LOGAN WAY,TAL-007,TAL
10978229,22 LOGAN WAY,TAL-007,TAL
10985803,324 EVERETT WAY,TAL-011,TAL
10985809,343 EVERETT WAY,TAL-011,TAL
10985797,320 EVERETT WAY,TAL-011,TAL
10278948,101 GANGNES DR,TAL-007,TAL
10551794,107 GANGNES DR A,TAL-007,TAL
11012503,109 GANGNES DR A,TAL-007,TAL
11017880,97 GANGNES DR A,TAL-007,TAL
10278989,217 TALENT AVE,TAL-007,TAL
10279000,221 TALENT AVE A,TAL-007,TAL
11018946,TALENT AVE,TAL-007,TAL
10560100,108 GANGNES DR,TAL-007,TAL
10279091,123 GANGNES DR,TAL-007,TAL
10279172,313 A GANGNES DR,TAL-007,TAL
10279181,319 GANGNES DR,TAL-007,TAL
10279199,325 GANGNES DR,TAL-007,TAL
11013504,221 GANGNES DR,TAL-007,TAL
10279247,233 TALENT AVE A,TAL-007,TAL
10643972,237 TALENT AVE,TAL-007,TAL
10828938,405 VILLAGE CT,TAL-007,TAL
10828946,415 VILLAGE CT,TAL-007,TAL
10828979,430 VILLAGE CT,TAL-007,TAL
10828995,410 VILLAGE CT,TAL-007,TAL
10883637,226 TALENT AVE,TAL-007,TAL
10977143,228 TALENT AVE 7,TAL-007,TAL
10977144,228 TALENT AVE 8,TAL-007,TAL
10279328,206 TALENT AVE,TAL-007,TAL
10825517,150 SCHOOL HOUSE RD,TAL-007,TAL
10975021,164 GRAHAM WAY,TAL-007,TAL
10278913,100 E RAPP RD,TAL-007,TAL
10817816,275 JOSEPH DR,TAL-007,TAL
10825701,121 BETH ANN CIR,TAL-007,TAL
10278832,301 EVERETT WAY,TAL-011,TAL
10985823,321 EVERETT WAY,TAL-011,TAL
10985824,323 EVERETT WAY,TAL-011,TAL
10985825,325 EVERETT WAY,TAL-011,TAL
10985826,327 EVERETT WAY,TAL-011,TAL
10278824,507 TALENT AVE,TAL-011,TAL
10985810,304 EVERETT WAY,TAL-011,TAL
10985811,308 EVERETT WAY,TAL-011,TAL
10985813,316 EVERETT WAY,TAL-011,TAL
11006619,72 WILLIAM WAY,TAL-013,TAL
11006620,64 WILLIAM WAY,TAL-013,TAL
11006628,55 WILLIAM WAY,TAL-013,TAL
11006629,63 WILLIAM WAY,TAL-013,TAL
10772991,408 TALENT AVE,TAL-013,TAL
10278857,227 E RAPP RD,TAL-013,TAL
10034268,201 E RAPP RD,TAL-013,TAL
11000384,ROGUE RIVER PARKWAY,TAL-013,TAL
10984924,102 S FRONT ST,TAL-005,TAL
10279781,204 BAIN ST,TAL-005,TAL
10279799,104 S FIRST ST,TAL-005,TAL
10279812,203 W MAIN ST,TAL-005,TAL
10568391,201 MAIN ST,TAL-005,TAL
10279901,208 MAIN ST,TAL-005,TAL
10279951,111 S 2ND ST,TAL-005,TAL
10280298,319 S FIRST ST,TAL-007,TAL
10797111,418 THORNTON CIR,TAL-007,TAL
10773491,405 SECOND ST,TAL-007,TAL
10280474,105 THIRD ST,TAL-005,TAL
10280522,114 FOURTH ST,TAL-005,TAL
10980248,109 THIRD ST 1,TAL-005,TAL
10280603,110 THIRD ST,TAL-005,TAL
10280741,107 FOSS RD,TAL-005,TAL
10280758,105 FOSS RD,TAL-005,TAL
10280938,114 THIRD ST,TAL-005,TAL
10279407,522 WAGNER CR RD,TAL-005,TAL
10797151,270 SCHOOL HOUSE RD,TAL-007,TAL
10797218,434 JAMES CIR,TAL-007,TAL
10797372,582 LOUIS J ST,TAL-007,TAL
10805178,529 JAMES ST,TAL-007,TAL
10805194,559 JAMES ST,TAL-007,TAL
10805283,220 BRITTSAN DR,TAL-007,TAL
10805429,544 JAMES ST,TAL-007,TAL
10773515,290 SCHOOL HOUSE RD A,TAL-007,TAL
10773556,503 SECOND ST,TAL-007,TAL
10773734,516 SECOND ST,TAL-005,TAL
10773840,325 SCHOOL HOUSE RD,TAL-005,TAL
10779609,204 JACOB CIR,TAL-005,TAL
10779641,513 BELL RD,TAL-005,TAL
10281016,6402 FROST LN,TAL-005,TAL
10913807,RAPP RD,TAL-013,TAL
10849104,201 ROGUE RIVER PARKWAY,TAL-013,TAL
10861035,130 ARNOS ST,TAL-013,TAL
10861108,265 ARNOS ST,TAL-013,TAL
10032681,1362 FOSS RD,JAC-505,JAC
10035157,6577 ADAMS RD,JAC-507,JAC
10043208,COLEMAN CR RD,JAC-504,JAC
10043224,6900 COLEMAN CR RD,JAC-504,JAC
10042155,COLEMAN CR RD,JAC-504,JAC
10043313,7900 COLEMAN CR RD,JAC-504,JAC
10995057,1742 ANDERSON CR RD,JAC-523,JAC
10036064,1742 ANDERSON CR RD,JAC-523,JAC
10036201,1340 ANDERSON CR RD,JAC-505,JAC
10564055,7676 ADAMS RD,JAC-507,JAC
10036593,786 HOLTON RD,JAC-524,JAC
10037397,7624 RAPP LN,JAC-525,JAC
10037371,2700 QUAIL RUN,JAC-525,JAC
31013441,2700 QUAIL RUN,JAC-525,JAC
10790833,WAGNER CR RD,JAC-525,JAC
10036528,8192 YANK GULCH RD,JAC-524,JAC
10037184,8201 WAGNER CR RD,JAC-526,JAC
10044270,2298 TALENT AVE,JAC-525,JAC
11007556,TALENT AVE,JAC-525,JAC
10096451,SHALE CITY RD,JAC-516,JAC
10248895,SHALE CITY RD,JAC-501,JAC
10656008,SHALE CITY RD,JAC-501,JAC
10656016,SHALE CITY RD,JAC-501,JAC
10096541,SHALE CITY RD,JAC-516,JAC
10096558,922 SHALE CITY RD,JAC-516,JAC
10096574,SHALE CITY RD,JAC-516,JAC
10096591,658 SHALE CITY RD,JAC-516,JAC
10806441,SHALE CITY RD,JAC-517,JAC
10096680,SHALE CITY RD,JAC-517,JAC
10096698,SHALE CITY RD,JAC-517,JAC
10096701,SHALE CITY RD,JAC-517,JAC
10096710,10025 DEAD INDIAN MEM RD,JAC-517,JAC
10096728,SHALE CITY RD,JAC-516,JAC
10096736,SHALE CITY RD,JAC-516,JAC
10655001,SHALE CITY RD,JAC-516,JAC
10096744,SHALE CITY RD,JAC-516,JAC
10096825,DEAD INDIAN MEM RD,JAC-516,JAC
10096858,DEAD INDIAN MEM RD,JAC-516,JAC
10096882,3303 DEAD INDIAN MEM RD,JAC-516,JAC
10096949,6190 SHALE CITY RD,JAC-517,JAC
10625161,8309 DEAD INDIAN MEM RD,JAC-517,JAC
10097019,3003 COVE RD,JAC-517,JAC
10097076,7000 DEAD INDIAN MEM RD,JAC-517,JAC
10097108,2809 DEAD INDIAN MEM RD,JAC-532,JAC
10097116,2875 DEAD INDIAN MEM RD,JAC-532,JAC
10097124,2918 DEAD INDIAN MEM RD,JAC-532,JAC
10684628,2909 DEAD INDIAN MEM RD,JAC-532,JAC
10097132,2928 DEAD INDIAN MEM RD,JAC-532,JAC
10097141,360 SKY RIDGE RD,JAC-532,JAC
11012427,SKY RIDGE DR,JAC-532,JAC
10097157,DEAD INDIAN MEM RD,JAC-517,JAC
10871550,DEAD INDIAN MEM RD,JAC-517,JAC
11014212,SHALE CITY RD,JAC-516,JAC
11014209,SHALE CITY RD,JAC-516,JAC
11014213,SHALE CITY RD,JAC-516,JAC
11014214,SHALE CITY RD,JAC-516,JAC
11014215,SHALE CITY RD,JAC-516,JAC
11014216,SHALE CITY RD,JAC-516,JAC
11014210,SHALE CITY RD,JAC-516,JAC
11014217,SHALE CITY RD,JAC-516,JAC
10096793,DEAD INDIAN MEM RD,JAC-516,JAC
10096980,9093 DEAD INDIAN MEM RD,JAC-517,JAC
10096963,10001 DEAD INDIAN MEM RD,JAC-517,JAC
10096971,9091 DEAD INDIAN MEM RD,JAC-517,JAC
10625153,8555 DEAD INDIAN MEM RD,JAC-517,JAC
10636455,8335 DEAD INDIAN MEM RD,JAC-517,JAC
10096955,DEAD INDIAN MEM RD,JAC-517,JAC
10636392,8575 DEAD INDIAN MEM RD,JAC-517,JAC
10097001,9000 DEAD INDIAN MEM RD,JAC-517,JAC
10636406,9069 DEAD INDIAN MEM RD,JAC-517,JAC
10097271,11806 DEAD INDIAN MEM RD,JAC-517,JAC
10097289,11751 DEAD INDIAN MEM RD,JAC-517,JAC
10583950,11783 DEAD INDIAN MEM RD,JAC-517,JAC
10772121,11802 DEAD INDIAN MEM RD,JAC-517,JAC
10807251,11783 DEAD INDIAN MEM RD,JAC-517,JAC
10097311,11537 DEAD INDIAN MEM RD,JAC-517,JAC
10772130,11512 DEAD INDIAN MEM RD,JAC-517,JAC
10097337,11525 DEAD INDIAN MEM RD,JAC-517,JAC
10772148,11644 DEAD INDIAN MEM RD,JAC-517,JAC
10097345,DEAD INDIAN MEM RD,JAC-517,JAC
10956008,DEAD INDIAN MEM RD,JAC-517,JAC
10977235,11750 DEAD INDIAN MEMORIAL RD,JAC-517,JAC
10977236,DEAD INDIAN MEMORIAL RD,JAC-517,JAC
10097360,DEAD INDIAN MEM RD,JAC-517,JAC
10097378,DEAD INDIAN MEM RD,JAC-517,JAC
10097386,DEAD INDIAN MEM RD,JAC-517,JAC
10097408,DEAD INDIAN MEM RD,JAC-517,JAC
10097416,11600 DEAD INDIAN MEM RD,JAC-517,JAC
10097424,11622 DEAD INDIAN MEM RD,JAC-517,JAC
10097043,8000 DEAD INDIAN MEM RD,JAC-517,JAC
10661930,DEAD INDIAN MEM RD,JAC-517,JAC
10661948,DEAD INDIAN MEM RD,JAC-517,JAC
10773347,7990 DEAD INDIAN MEM RD,JAC-517,JAC
10817824,8876 DEAD INDIAN MEM RD,JAC-517,JAC
11011053,DEAD INDIAN MEM RD,JAC-517,JAC
10097050,8580 DEAD INDIAN MEM RD,JAC-517,JAC
10097068,8550 DEAD INDIAN MEM RD,JAC-517,JAC
10750161,8550 DEAD INDIAN MEM RD,JAC-517,JAC
10624531,DEAD INDIAN MEM RD,JAC-517,JAC
10624523,DEAD INDIAN MEM RD,JAC-517,JAC
10612162,8014 DEAD INDIAN MEM RD,JAC-517,JAC
10612154,8004 DEAD INDIAN MEM RD,JAC-517,JAC
10655758,8092 DEAD INDIAN MEM RD,JAC-517,JAC
10631351,DEAD INDIAN MEM RD,JAC-517,JAC
10885298,8698 DEAD INDIAN MEM RD,JAC-517,JAC
10097035,DEAD INDIAN MEM RD,JAC-517,JAC
10097432,8011 DEAD INDIAN MEM RD,JAC-517,JAC
10645120,8009 DEAD INDIAN MEM RD,JAC-517,JAC
10645138,8055 DEAD INDIAN MEM RD,JAC-517,JAC
10097457,8007 DEAD INDIAN MEM RD,JAC-517,JAC
10097465,7975 DEAD INDIAN MEM RD,JAC-517,JAC
10648127,4400 SHALE CITY RD,JAC-517,JAC
10097481,4500 SHALE CITY RD,JAC-517,JAC
10097490,7925 DEAD INDIAN MEM RD,JAC-517,JAC
30096025,7925 DEAD INDIAN MEM RD,JAC-517,JAC
10631521,575 COVE RD,JAC-517,JAC
11007631,613 COVE RD,JAC-517,JAC
10097521,500 COVE RD,JAC-517,JAC
10097548,DEAD INDIAN MEM RD,JAC-517,JAC
10567701,7450 DEAD INDIAN MEM RD,JAC-517,JAC
10612721,7500 DEAD INDIAN MEM RD,JAC-517,JAC
10097554,550 COVE RD,JAC-517,JAC
10097562,300 COVE RD,JAC-517,JAC
10097589,400 COVE RD,JAC-517,JAC
10097597,DEAD INDIAN MEM RD,JAC-517,JAC
10097602,600 COVE RD,JAC-517,JAC
10647431,33 MORNING DOVE,JAC-517,JAC
10097254,659 COVE RD,JAC-517,JAC
30055769,659 COVE RD,JAC-517,JAC
10818797,659 COVE RD,JAC-517,JAC
10647422,33 MORNING DOVE,JAC-517,JAC
10587491,1001 COVE RD,JAC-517,JAC
10097205,2000 COVE RD,JAC-517,JAC
30009039,COVE RD,JAC-517,JAC
10676382,COVE RD,JAC-517,JAC
10647463,DEAD INDIAN MEM RD,JAC-517,JAC
10587483,1025 COVE RD,JAC-517,JAC
10592644,1881 COVE RD,JAC-517,JAC
10585853,2022 COVE RD,JAC-517,JAC
10568081,2045 COVE RD,JAC-517,JAC
10097230,2033 COVE RD,JAC-517,JAC
10594554,COVE RD,JAC-517,JAC
10647449,COVE RD,JAC-517,JAC
10783071,COVE RD,JAC-517,JAC
10097248,2025 COVE RD,JAC-517,JAC
10638588,COVE RD,JAC-517,JAC
11005537,885 TANNIN DR,MED-023,MED
10454799,2024 KINGS HWY,MED-023,MED
10943478,770 TRINITY WAY,MED-023,MED
11012076,823 TRINITY WAY,MED-023,MED
10864502,2122 MARTIN DR,MED-011,MED
10455322,1285 ESTON CT,MED-023,MED
10442427,1860 ARCHER DR,MED-011,MED
10993232,,MED-011,MED
10444509,2111 LA CONNOR DR,MED-011,MED
10991652,ANTILLES LN,MED-011,MED
11001200,LA CONNOR DR,MED-011,MED
11001204,LA CONNOR DR,MED-011,MED
11001211,LUCKY LN,MED-011,MED
11004224,BROADVIEW AVE,MED-011,MED
11007946,258 JUANITA WAY,JAC-412,JAC
10468631,2285 CADY RD,JAC-412,JAC
10502754,3062 BURRELL RD,MED-022,MED
10502771,3070 BURRELL RD,MED-022,MED
10642297,5977 DARK HOLLOW RD,JAC-503,JAC
10469514,4770 ANDREWS RD,MED-022,MED
10469531,4820 ANDREWS RD,MED-022,MED
10044821,6850 GRIFFIN CR RD,JAC-503,JAC
10871624,2500 ANDERSON BUTTE RD,JAC-423,JAC
10504714,7000 COLEMAN CR RD,JAC-504,JAC
10097660,DEAD INDIAN MEM RD,JAC-518,JAC
10097781,DEAD INDIAN MEM RD,JAC-518,JAC
10097805,DEAD INDIAN MEM RD,JAC-518,JAC
10097813,18196 DEAD INDIAN MEM RD,JAC-521,JAC
10581983,18201 DEAD INDIAN MEM RD,JAC-521,JAC
10581991,DEAD INDIAN MEM RD,JAC-521,JAC
10740432,3249 HYATT PRAIRIE RD,JAC-519,JAC
30991081,HOWARD PRAIRIE RD,JAC-519,JAC
10923850,HOWARD PRAIRIE RD,JAC-519,JAC
10097929,16534 DEAD INDIAN MEM RD,JAC-519,JAC
10097937,DEAD INDIAN MEM RD,JAC-519,JAC
10098005,DEAD INDIAN MEM RD,JAC-517,JAC
10098013,11855 DEAD INDIAN MEM RD,JAC-517,JAC
10098030,12001 DEAD INDIAN MEM RD,JAC-517,JAC
10098048,12632 DEAD INDIAN MEM RD,JAC-517,JAC
10098062,12582 DEAD INDIAN MEM RD,JAC-517,JAC
10098071,12610 DEAD INDIAN MEM RD,JAC-517,JAC
10098097,12581 DEAD INDIAN MEM RD,JAC-517,JAC
10098111,12012 DEAD INDIAN MEM RD,JAC-517,JAC
10098129,12626 DEAD INDIAN MEM RD,JAC-517,JAC
10564761,12015 DEAD INDIAN MEM RD,JAC-517,JAC
10583392,12621 DEAD INDIAN MEM RD,JAC-517,JAC
10584234,DEAD INDIAN MEM RD,JAC-517,JAC
10772154,12584 DEAD INDIAN MEM RD,JAC-517,JAC
10772162,DEAD INDIAN MEM RD,JAC-517,JAC
10806417,12626 DEAD INDIAN MEM RD,JAC-517,JAC
10826351,DEAD INDIAN MEM RD,JAC-517,JAC
10098160,12800 DEAD INDIAN MEM RD,JAC-517,JAC
10641322,DEAD INDIAN MEM RD,JAC-517,JAC
10098186,DEAD INDIAN MEM RD,JAC-518,JAC
10098194,DEAD INDIAN MEM RD,JAC-519,JAC
10098200,DEAD INDIAN MEM RD,JAC-519,JAC
10098218,DEAD INDIAN MEM RD,JAC-519,JAC
10098259,DEAD INDIAN MEM RD,JAC-519,JAC
10098267,1940 HYATT PRAIRIE RD,JAC-519,JAC
10098275,1900 HYATT PRAIRIE RD,JAC-519,JAC
10098291,1957 HYATT PRAIRIE RD,JAC-519,JAC
10098307,2004 HYATT PRAIRIE RD,JAC-519,JAC
10098315,2006 HYATT PRAIRIE RD,JAC-519,JAC
10098372,2032 HYATT PRAIRIE RD,JAC-519,JAC
10098381,2022 HYATT PRAIRIE RD,JAC-519,JAC
10098399,2052 HYATT PRAIRIE RD,JAC-519,JAC
10098402,2024 HYATT PRAIRIE RD,JAC-519,JAC
10098411,2048 HYATT PRAIRIE RD,JAC-519,JAC
10098437,2044 HYATT PRAIRIE RD,JAC-519,JAC
10098640,11770 DEAD INDIAN MEMORIAL RD,JAC-517,JAC
10098656,DEAD INDIAN MEM RD,JAC-517,JAC
10977237,12658 DEAD INDIAN MEMORIAL RD,JAC-517,JAC
10978000,DEAD INDIAN MEMORIAL RD,JAC-517,JAC
10098664,DEAD INDIAN MEM RD,JAC-517,JAC
10661508,DEAD INDIAN MEM RD,JAC-517,JAC
10559076,19011 DEAD INDIAN MEM RD,JAC-521,JAC
10562575,19015 DEAD INDIAN MEM RD,JAC-521,JAC
10559084,DEAD INDIAN MEM RD,JAC-521,JAC
10780771,20000 DEAD INDIAN MEM RD,JAC-521,JAC
10550901,3680 HWY 238,JAC-411,JAC
10587100,HWY 238,JAC-411,JAC
10934334,5410 HWY 238,JAC-408,JAC
10475630,10333 HWY 238,JAC-417,JAC
10476821,1011 UPPER APPLEGATE RD,JAC-427,JAC
10099117,DEAD INDIAN MEM RD,JAC-521,JAC
10099133,22000 DEAD INDIAN MEM RD,JAC-521,JAC
10099158,20948 DEAD INDIAN MEM RD,JAC-521,JAC
10099166,DEAD INDIAN MEM RD,JAC-521,JAC
10980246,20300 DEAD INDIAN MEM RD,JAC-521,JAC
10306088,4077 HUMBUG CR RD,JAC-406,JAC
10309563,12590 HWY 238,JAC-417,JAC
30994344,12590 HWY 238,JAC-417,JAC
10099679,DEAD INDIAN MEM RD,JAC-514,JAC
10099695,1325 DEAD INDIAN MEM RD,JAC-532,JAC
10099709,DEAD INDIAN MEM RD,JAC-514,JAC
10099717,DEAD INDIAN MEM RD,JAC-532,JAC
10560599,DEAD INDIAN MEM RD,JAC-532,JAC
10099725,500 MAJESTIC LN,JAC-514,JAC
10727388,DEAD INDIAN MEM RD,JAC-532,JAC
11011878,MAJESTIC LN,JAC-514,JAC
10099733,789 POMPADOUR DR,JAC-532,JAC
10099741,210 PILOT VIEW DR,JAC-513,JAC
10099758,708 POMPADOUR DR,JAC-513,JAC
10099766,160 POMPADOUR DR,JAC-513,JAC
10099774,120 PILOT VIEW DR,JAC-513,JAC
10559360,40 PILOT VIEW DR,JAC-513,JAC
10559378,300 GAERKY CR RD,JAC-513,JAC
10099806,399 POMPADOUR DR,JAC-513,JAC
10099814,415 POMPADOUR DR,JAC-513,JAC
10099822,475 POMPADOUR DR,JAC-513,JAC
10099849,605 POMPADOUR DR,JAC-513,JAC
10099855,747 POMPADOUR DR,JAC-513,JAC
10099863,777 POMPADOUR DR,JAC-513,JAC
10099871,853 POMPADOUR DR,JAC-513,JAC
10099880,920 POMPADOUR DR,JAC-513,JAC
10099903,175 PILOT VIEW DR,JAC-513,JAC
10099920,199 POMPADOUR DR,JAC-513,JAC
10099946,330 GAERKY CR RD,JAC-513,JAC
10099952,E NEVADA ST,JAC-532,JAC
10099961,166 PILOT VIEW DR,JAC-513,JAC
10099987,755 POMPADOUR DR,JAC-513,JAC
